kind,id,title,views,updated,primary_job,primary_subjob,secondary,stages,content_type,outdated,outdated_reason,why,url
post,4566994,Teacher Leader Net Promoter Score,12,2022-01-03,Foundation staff and regional work,Network data and reports,How the School Startup Journey works; Network membership and what the Foundation does,discovery; visioning; planning; startup; open,data,True,Historical 2020–2021 survey results and comparison.,Historical Teacher Leader survey data about recommending the Wildflower school startup journey.,https://connected.wildflowerschools.org/posts/4566994-teacher-leader-net-promoter-score
post,4567027,Metrics Memo - post-advice,8,2022-01-03,Foundation staff and regional work,Network data and reports,The advice process,open,other,True,Dated metrics memo from 2022.,Metrics memo documenting outcomes after an advice process.,https://connected.wildflowerschools.org/posts/4567027-metrics-memo-post-advice
post,4566996,2020 Student Retention Summary,7,2022-07-25,Foundation staff and regional work,Network data and reports,,open,data,True,A dated 2020 student retention report and snapshot of past-year data.,Historical student retention metrics for network analysis.,https://connected.wildflowerschools.org/posts/4566996-2020-student-retention-summary
post,4567022,2019-2020 Teacher Leader Demographic and Montessori Experience Data,7,2022-02-22,Foundation staff and regional work,Network data and reports,,open,data,True,Dated 2019–2020 demographic and experience report documenting a past-year snapshot.,Historical teacher leader demographic and Montessori experience data report.,https://connected.wildflowerschools.org/posts/4567022-2019-2020-teacher-leader-demographic-and-montessori-experience-data
post,4567047,2017 Time Tracking Study,7,2022-01-03,Foundation staff and regional work,Network data and reports,,open,data,True,A 2017 time-tracking study is a dated historical report.,Historical report on time use across the network.,https://connected.wildflowerschools.org/posts/4567047-2017-time-tracking-study
post,4566747,2018-2019 Family Survey: Student Demographics and Net Promoter Score Report,6,2022-01-03,Foundation staff and regional work,Network data and reports,,open,data,True,A report of 2018–2019 survey data is a dated snapshot from a past year.,Historical family survey report covering student demographics and net promoter scores.,https://connected.wildflowerschools.org/posts/4566747-2018-2019-family-survey-student-demographics-and-net-promoter-score-report
post,4567049,2017 Time Tracking Study Recommendations,6,2022-01-03,Foundation staff and regional work,Network data and reports,,open,data,True,Dated 2017 study recommendations and historical snapshot.,Historical recommendations from a 2017 time-tracking study.,https://connected.wildflowerschools.org/posts/4567049-2017-time-tracking-study-recommendations
post,4566750,2017-2018 Family Net Promoter Score Report,5,2022-01-03,Foundation staff and regional work,Network data and reports,,open,data,True,This is a dated 2017–2018 network metrics report and may no longer reflect current data.,"Network-wide family Net Promoter Score data reported by hub, city, and pod.",https://connected.wildflowerschools.org/posts/4566750-2017-2018-family-net-promoter-score-report
post,4566981,2019-2020 Student Demographics & NPS Report,5,2022-01-03,Foundation staff and regional work,Network data and reports,,open,data,True,A dated 2019–2020 student demographics and NPS report is a past-year data snapshot.,Past-year report on student demographics and family NPS.,https://connected.wildflowerschools.org/posts/4566981-2019-2020-student-demographics-nps-report
post,4566949,2017-2018 Student Demographic Data,5,2022-01-03,Foundation staff and regional work,Network data and reports,,open,data,True,A dated 2017–2018 student demographic data report is a past-year snapshot.,Historical student demographic data for network reporting and analysis.,https://connected.wildflowerschools.org/posts/4566949-2017-2018-student-demographic-data
post,4567045,2018 Time Tracking Study,5,2022-01-03,Foundation staff and regional work,Network data and reports,,open,data,True,A 2018 time-tracking study is a dated historical report.,Historical report on network time-tracking data.,https://connected.wildflowerschools.org/posts/4567045-2018-time-tracking-study
post,4566970,2018-2019 Teacher Leader Demographic and Montessori Experience Data,4,2022-02-22,Foundation staff and regional work,Network data and reports,"Past gatherings, session notes, and dated reports",open,data,True,Dated 2018–2019 demographic and experience snapshot.,Historical data report on teacher leader demographics and Montessori experience.,https://connected.wildflowerschools.org/posts/4566970-2018-2019-teacher-leader-demographic-and-montessori-experience-data
post,4421917,Working for the Foundation (E/TL),659,2026-06-03,Foundation staff and regional work,Working for the Foundation and internal process,"Compensation, payroll, and benefits",open,guide,False,,Explains how teacher leaders are compensated for work performed for the Foundation.,https://connected.wildflowerschools.org/posts/4421917-working-for-the-foundation-e-tl
post,4483364,Monthly Admin Checklists,440,2022-05-23,Foundation staff and regional work,Working for the Foundation and internal process,"Bookkeeping, QuickBooks, and chart of accounts; Employee handbooks and HR policies",planning; startup; open,template,False,,"Reusable monthly, quarterly, and annual administrative checklist templates for school operations.",https://connected.wildflowerschools.org/posts/4483364-monthly-admin-checklists
post,4634392,Wildflower Events Calendar,223,2022-03-10,Foundation staff and regional work,Working for the Foundation and internal process,Network membership and what the Foundation does,discovery; visioning; planning; startup; open,data,False,,Shared calendar of Wildflower events and gatherings for teacher leaders and partners.,https://connected.wildflowerschools.org/posts/4634392-wildflower-events-calendar
post,4885493,Overview of Contracting with the Wildflower Foundation,183,2022-12-07,Foundation staff and regional work,Working for the Foundation and internal process,,planning; startup; open,guide,False,,"Explains the Wildflower Foundation’s external contractor contracting, W-9, and Bill.com payment process.",https://connected.wildflowerschools.org/posts/4885493-overview-of-contracting-with-the-wildflower-foundation
post,4964961,Hub Support Quarterly Updates Q2 F23,34,2023-02-09,Foundation staff and regional work,Working for the Foundation and internal process,"Past gatherings, session notes, and dated reports",open,news,True,Quarterly update from Q2 of the 2022–23 school year covering past internal operations.,Quarterly update on Hub Support operations and internal work.,https://connected.wildflowerschools.org/posts/4964961-hub-support-quarterly-updates-q2-f23
post,4613122,Foundation Holiday Calendar,23,2022-02-16,Foundation staff and regional work,Working for the Foundation and internal process,Employee handbooks and HR policies,open,policy,False,,Foundation holiday closure dates and weekend-contact norms for Foundation Partners.,https://connected.wildflowerschools.org/posts/4613122-foundation-holiday-calendar
post,4838065,Foundation: Regional Fundraising Resource Overview,141,2023-02-13,Foundation staff and regional work,Regional fundraising and growth,Fundraising campaigns and donor communications; Outside grants and grant writing,planning; startup; open,directory,False,,"Directory of fundraising documents, grant attachments, donor materials, and planning resources for regional school entrepreneurs.",https://connected.wildflowerschools.org/posts/4838065-foundation-regional-fundraising-resource-overview
post,4851567,Foundation: Healthy Region Ecosystem - Resource for Growth Leads,101,2023-06-13,Foundation staff and regional work,Regional fundraising and growth,The principles and purpose; Working for the Foundation and internal process,open,guide,False,,Overview of the resources and workstreams Regional Growth Leads use to support healthy regional ecosystems.,https://connected.wildflowerschools.org/posts/4851567-foundation-healthy-region-ecosystem-resource-for-growth-leads
